1, 0.0000000000
2, 1.5707963268
3, 1.8137993642
4, 1.8961188979
5, 1.9337655981
6, 1.9540972333
7, 1.9663166788
8, 1.9742316019
9, 1.9796508112
10, 1.9835235375
11, 1.9863869866
12, 1.9885637766
13, 1.9902571753
14, 1.9916004274
15, 1.9926838315
16, 1.9935703438
17, 1.9943049443
18, 1.9949204636
19, 1.9954413183
20, 1.9958859727
21, 1.9962685987
22, 1.9966002203
23, 1.9968895165
24, 1.9971433958
25, 1.9973674125
26, 1.9975660733
27, 1.9977430654
28, 1.9979014295
29, 1.9980436910
30, 1.9981719613
31, 1.9982880170
32, 1.9983933610
33, 1.9984892722
34, 1.9985768441
35, 1.9986570163
36, 1.9987305996
37, 1.9987982967
38, 1.9988607192
39, 1.9989184011
40, 1.9989718105
41, 1.9990213593
42, 1.9990674107
43, 1.9991102864
44, 1.9991502718
45, 1.9991876209
46, 1.9992225605
47, 1.9992552935
48, 1.9992860019
49, 1.9993148493
50, 1.9993419831
51, 1.9993675363
52, 1.9993916294
53, 1.9994143715
54, 1.9994358618
55, 1.9994561906
56, 1.9994754399
57, 1.9994936850
58, 1.9995109945
59, 1.9995274313
60, 1.9995430530
61, 1.9995579127
62, 1.9995720592
63, 1.9995855374
64, 1.9995983886
65, 1.9996106513
66, 1.9996223608
67, 1.9996335499
68, 1.9996442490
69, 1.9996544863
70, 1.9996642879
71, 1.9996736783
72, 1.9996826801
73, 1.9996913145
74, 1.9996996013
75, 1.9997075587
76, 1.9997152041
77, 1.9997225536
78, 1.9997296222
79, 1.9997364241
80, 1.9997429724
81, 1.9997492798
82, 1.9997553578
83, 1.9997612174
84, 1.9997668690
85, 1.9997723223
86, 1.9997775864
87, 1.9997826701
88, 1.9997875815
89, 1.9997923282
90, 1.9997969176
91, 1.9998013565
92, 1.9998056515
93, 1.9998098086
94, 1.9998138338
95, 1.9998177325
96, 1.9998215100
97, 1.9998251713
98, 1.9998287211
99, 1.9998321639
100, 1.9998355039
